input,output
"{""id"": ""10"", ""author"": ""Chloe_G"", ""message"": ""Def evolved for sure. But the *expectation* of constant burnout isn't there anymore for us. It's more about efficiency. Good point though, @TechBroJake."", ""keywords"": [""agreement"", ""clarification"", ""acknowledgement""]}","{""id"": ""10"", ""author"": ""Chloe_G"", ""scores"": {""emotions"": {""joy"": 80, ""gratitude"": 65, ""admiration"": 70, ""anticipation"": 50, ""trust"": 75, ""surprise"": 20, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""evolved"", ""expectation of constant burnout isn't there anymore"", ""efficiency"", ""Good point"", ""agreement"", ""clarification"", ""acknowledgement""], ""top_modifiers"": [""Def"", ""for sure"", ""*""], ""rule_traces"": [{""rule"": ""positive_sentiment_detection"", ""impact"": 40}, {""rule"": ""agreement_confirmation"", ""impact"": 25}, {""rule"": ""constructive_dialogue"", ""impact"": 15}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""Zara"", ""message"": ""i swear finding clothes that are actually good quality, don't cost an arm & a leg, *and* aren't made by exploiting someone is literally impossible. it's either fast fashion garbage or a single ethically-sourced tee for $80. where's the middle ground?! #SustainableStyleFail"", ""keywords"": [""hot-take"", ""rant"", ""question"", ""frustration""]}","{""id"": ""1"", ""author"": ""Zara"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 10, ""trust"": 0, ""surprise"": 0, ""sadness"": 35, ""anger"": 40, ""frustration"": 95, ""disgust"": 50, ""fear"": 0, ""contempt"": 45, ""neutral"": 5}, ""moderation"": {""toxicity"": 15, ""insult"": 0, ""harassment"": 0, ""profanity"": 5, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""frustration"", ""rant"", ""hot-take"", ""literally impossible"", ""exploiting someone"", ""fast fashion garbage"", ""where's the middle ground?!"", ""#SustainableStyleFail""], ""top_modifiers"": [""intensifier"", ""rhetorical_question"", ""exasperation""], ""rule_traces"": [{""rule"": ""explicit_frustration_terms"", ""impact"": 25}, {""rule"": ""keyword_rant_match"", ""impact"": 15}, {""rule"": ""social_critique"", ""impact"": 10}, {""rule"": ""rhetorical_question_for_emphasis"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""Chloe"", ""message"": ""Ugh THIS. the buttons fall off after 2 washes on cheap stuff and the \""sustainable\"" brands are like pay us a month's rent for a basic cardi 🫠 like @Zara you're not wrong, it's a constant struggle."", ""keywords"": [""agreement"", ""empathy"", ""callback"", ""frustration""]}","{""id"": ""2"", ""author"": ""Chloe"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 30, ""surprise"": 0, ""sadness"": 20, ""anger"": 40, ""frustration"": 95, ""disgust"": 25, ""fear"": 0, ""contempt"": 15, ""neutral"": 5}, ""moderation"": {""toxicity"": 10, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""frustration"", ""agreement"", ""empathy"", ""Ugh THIS"", ""buttons fall off"", ""cheap stuff"", ""pay us a month's rent"", ""🫠"", ""constant struggle""], ""top_modifiers"": [""interjection_negative"", ""emphasis"", ""emoji_overwhelmed"", ""intensifier""], ""rule_traces"": [{""rule"": ""strong_frustration_expression"", ""impact"": 40}, {""rule"": ""negative_product_feedback"", ""impact"": 20}, {""rule"": ""hyperbolic_economic_criticism"", ""impact"": 15}, {""rule"": ""shared_struggle_acknowledgement"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""Liam"", ""message"": ""fr tho."", ""keywords"": [""fragment"", ""agreement""]}","{""id"": ""3"", ""author"": ""Liam"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 10, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 90}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""fr tho"", ""agreement"", ""fragment""], ""top_modifiers"": [], ""rule_traces"": [{""rule"": ""informal_agreement"", ""impact"": 0}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""Alex"", ""message"": ""Just embrace the aesthetic of wearing the same 3 worn-out shirts from 2018. It's *vintage* now. And free! Who needs #SustainableStyle anyway? 💅"", ""keywords"": [""sarcasm"", ""humor"", ""counterpoint""]}","{""id"": ""4"", ""author"": ""Alex"", ""scores"": {""emotions"": {""joy"": 25, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 5, ""sadness"": 5, ""anger"": 0, ""frustration"": 15, ""disgust"": 0, ""fear"": 0, ""contempt"": 20, ""neutral"": 10}, ""moderation"": {""toxicity"": 3, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 3}, ""explainability"": {""top_matched_keywords"": [""sarcasm"", ""humor"", ""counterpoint"", ""worn-out shirts"", ""*vintage* now"", ""Who needs #SustainableStyle anyway?"", ""💅""], ""top_modifiers"": [""sarcasm_indicator"", ""irony"", ""emoji_playful""], ""rule_traces"": [{""rule"": ""sarcasm_detection"", ""impact"": 10}, {""rule"": ""humor_identified"", ""impact"": -5}, {""rule"": ""ironic_statement"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""Zara"", ""message"": ""lol @Alex that's basically my current vibe. but for real, how do ppl even build a wardrobe without going broke or supporting literal sweatshops?? send recs pls"", ""keywords"": [""humor"", ""follow-up"", ""request"", ""callback""]}","{""id"": ""5"", ""author"": ""Zara"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 45, ""trust"": 35, ""surprise"": 0, ""sadness"": 10, ""anger"": 0, ""frustration"": 40, ""disgust"": 25, ""fear"": 0, ""contempt"": 0, ""neutral"": 30}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""lol"", ""humor"", ""current vibe"", ""going broke"", ""literal sweatshops"", ""send recs pls"", ""request""], ""top_modifiers"": [""informal_language"", ""question_mark"", ""abbreviation""], ""rule_traces"": [{""rule"": ""light_hearted_opening"", ""impact"": 10}, {""rule"": ""ethical_concern_raised"", ""impact"": 5}, {""rule"": ""information_solicitation"", ""impact"": 5}, {""rule"": ""casual_tone"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""Mia"", ""message"": ""😩💸💔"", ""keywords"": [""emoji-only"", ""frustration""]}","{""id"": ""6"", ""author"": ""Mia"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 85, ""anger"": 20, ""frustration"": 95, ""disgust"": 10, ""fear"": 40, ""contempt"": 0, ""neutral"": 0}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""😩"", ""💸"", ""💔"", ""emoji-only"", ""frustration""], ""top_modifiers"": [""emoji_distress"", ""emoji_financial_loss"", ""emoji_heartbreak"", ""multiple_negative_emojis""], ""rule_traces"": [{""rule"": ""emoji_weary_face_distress"", ""impact"": 25}, {""rule"": ""emoji_money_loss_symbol"", ""impact"": 20}, {""rule"": ""emoji_broken_heart_sadness"", ""impact"": 30}, {""rule"": ""multiple_strong_negative_emojis"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""David"", ""message"": ""Tbh, it's all about thrifting and knowing how to mend small things. The quality on older stuff is usually way better. Takes effort tho, def not for everyone."", ""keywords"": [""advice"", ""suggestion"", ""perspective""]}","{""id"": ""7"", ""author"": ""David"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 0, ""admiration"": 30, ""anticipation"": 10, ""trust"": 40, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 5, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 70}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""thrifting"", ""mend small things"", ""quality on older stuff"", ""takes effort"", ""not for everyone"", ""advice"", ""suggestion"", ""perspective""], ""top_modifiers"": [""Tbh"", ""usually way better"", ""def not for everyone""], ""rule_traces"": [{""rule"": ""information_sharing"", ""impact"": 10}, {""rule"": ""positive_evaluation"", ""impact"": 5}, {""rule"": ""nuanced_perspective"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""8"", ""author"": ""Chloe"", ""message"": ""True, @David! My best finds are always secondhand. Plus, it's peak #SustainableStyle. You really gotta dig tho."", ""keywords"": [""agreement"", ""follow-up"", ""callback"", ""hype""]}","{""id"": ""8"", ""author"": ""Chloe"", ""scores"": {""emotions"": {""joy"": 85, ""gratitude"": 70, ""admiration"": 75, ""anticipation"": 30, ""trust"": 50, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""True"", ""best finds"", ""secondhand"", ""peak #SustainableStyle"", ""really gotta dig""], ""top_modifiers"": [""!"", ""best"", ""always"", ""peak"", ""really gotta""], ""rule_traces"": [{""rule"": ""positive_affirmation"", ""impact"": 20}, {""rule"": ""positive_endorsement"", ""impact"": 15}, {""rule"": ""positive_hashtag_use"", ""impact"": 10}, {""rule"": ""user_mention"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""9"", ""author"": ""Liam"", ""message"": ""Got a vintage band tee for $5 last week that looks like it cost $50. Chef's kiss 🤌. Love a good thrifting win."", ""keywords"": [""hype"", ""anecdote"", ""agreement""]}","{""id"": ""9"", ""author"": ""Liam"", ""scores"": {""emotions"": {""joy"": 90, ""gratitude"": 75, ""admiration"": 80, ""anticipation"": 10, ""trust"": 20, ""surprise"": 50, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""vintage band tee"", ""$5"", ""looks like it cost $50"", ""Chef's kiss"", ""🤌"", ""Love a good thrifting win"", ""thrifting win""], ""top_modifiers"": [""Chef's kiss"", ""🤌"", ""Love""], ""rule_traces"": [{""rule"": ""explicit_positive_sentiment"", ""impact"": 40}, {""rule"": ""positive_emoji_gesture"", ""impact"": 25}, {""rule"": ""expression_of_satisfaction"", ""impact"": 30}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""TechBae"", ""message"": ""Okay, real talk: Gen Z isn't 'quiet quitting,' they're just setting boundaries that older generations never had the guts to. And it's low-key revolutionary. 💅 #WorkLifeBalance #GenZ"", ""keywords"": [""hot-take"", ""rant"", ""opinion"", ""social-commentary""]}","{""id"": ""1"", ""author"": ""TechBae"", ""scores"": {""emotions"": {""joy"": 55, ""gratitude"": 5, ""admiration"": 70, ""anticipation"": 45, ""trust"": 10, ""surprise"": 30, ""sadness"": 0, ""anger"": 25, ""frustration"": 40, ""disgust"": 10, ""fear"": 0, ""contempt"": 50, ""neutral"": 5}, ""moderation"": {""toxicity"": 22, ""insult"": 18, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 22}, ""explainability"": {""top_matched_keywords"": [""real talk"", ""Gen Z isn't 'quiet quitting'"", ""setting boundaries"", ""older generations never had the guts to"", ""low-key revolutionary"", ""💅"", ""hot-take""], ""top_modifiers"": [""group_criticism"", ""empowerment"", ""emoji_sassy"", ""affirmation""], ""rule_traces"": [{""rule"": ""criticism_of_group_general"", ""impact"": 15}, {""rule"": ""empowerment_statement"", ""impact"": 20}, {""rule"": ""emoji_sassy_confident"", ""impact"": 5}, {""rule"": ""opinion_assertive"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""MillennialMike"", ""message"": ""THIS. I've been silently wishing I could do this my whole career. They're just normalizing what should've been normal forever. Respect. ✊"", ""keywords"": [""agreement"", ""empathy"", ""support""]}","{""id"": ""2"", ""author"": ""MillennialMike"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 40, ""admiration"": 60, ""anticipation"": 10, ""trust"": 50, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 15, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""THIS."", ""silently wishing"", ""normalizing"", ""should've been normal forever"", ""Respect"", ""✊"", ""agreement"", ""support""], ""top_modifiers"": [""positive_affirmation"", ""emoji_positive"", ""emphasis""], ""rule_traces"": [{""rule"": ""strong_agreement"", ""impact"": 20}, {""rule"": ""positive_sentiment_expression"", ""impact"": 15}, {""rule"": ""emoji_of_support"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""BoomerBob"", ""message"": ""Smh, it's just laziness rebranded. 'Boundaries' means not wanting to work hard. We built this economy by putting in the hours. 🙄"", ""keywords"": [""disagreement"", ""critical"", ""opinion""]}","{""id"": ""3"", ""author"": ""BoomerBob"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 15, ""surprise"": 0, ""sadness"": 0, ""anger"": 35, ""frustration"": 75, ""disgust"": 45, ""fear"": 0, ""contempt"": 85, ""neutral"": 10}, ""moderation"": {""toxicity"": 60, ""insult"": 45, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 55}, ""explainability"": {""top_matched_keywords"": [""Smh"", ""laziness rebranded"", ""'Boundaries' means not wanting to work hard"", ""🙄""], ""top_modifiers"": [""exasperated_interjection"", ""sarcastic_emoji"", ""derogatory_rephrasing""], ""rule_traces"": [{""rule"": ""negative_emoji_signal"", ""impact"": 15}, {""rule"": ""dismissive_language_pattern"", ""impact"": 20}, {""rule"": ""implied_insult_via_redefinition"", ""impact"": 25}, {""rule"": ""generational_criticism"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""warn""}"
"{""id"": ""4"", ""author"": ""TechBae"", ""message"": ""@BoomerBob that's a wild take. The 'hours' you put in often led to burnout and zero personal life. Is that the legacy we want? #GenZ #WorkLifeBalance"", ""keywords"": [""rebuttal"", ""question"", ""callback"", ""@mention""]}","{""id"": ""4"", ""author"": ""TechBae"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 10, ""trust"": 15, ""surprise"": 10, ""sadness"": 15, ""anger"": 10, ""frustration"": 20, ""disgust"": 5, ""fear"": 0, ""contempt"": 25, ""neutral"": 50}, ""moderation"": {""toxicity"": 8, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 12}, ""explainability"": {""top_matched_keywords"": [""rebuttal"", ""question"", ""wild take"", ""burnout"", ""zero personal life"", ""#WorkLifeBalance"", ""@BoomerBob""], ""top_modifiers"": [""rhetorical_question"", ""disagreement_indicator"", ""negative_consequence_framing"", ""hashtag_context""], ""rule_traces"": [{""rule"": ""critical_discourse"", ""impact"": 5}, {""rule"": ""rebuttal_of_concept"", ""impact"": 4}, {""rule"": ""social_disagreement"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
